text,label
"#ищу #резюме  #iOS #swift #iOSDeveloper #удаленка #офис #fulltime #parttime

Формат работы: офис (Москва), удаленно.

Занятость: полная.

Ожидания по зарплате: от 75000₽

Готов сделать тестовое задание!

Обо мне: окончил программу от mail.ru на базе МГТУ им Баумана (Технопарк) + опыт в коммерческой разработке 7 месяцев . 

Стек технологий:
 ⁃ Swift, Objective-C 
 ⁃ ООП, SOLID
 ⁃ MVC, MVVM
 ⁃ UIKit (верстка кодом)
 ⁃ PinLayout
 ⁃ Firebase
 - Realm
 - URLSession
 - WebView
 - Знаком с многопоточностью (Thread, GCD, Operations)
 ⁃ Знаком с Alamofire, SwiftyJSON
 ⁃ GitHub
 ⁃  Знакомился с CallKit, PushNotifications
 ⁃ Опыт публикации приложений в TestFlight

Вышлю iOS портфолио по запросу.

Telegram: @snowflow01",0
изменила,0
Оставил себе как пет проект,0
"Я думаю у них просто нету фронтенда , поэтому они скидывают кому попало тестовое такое, у кого лучше получится тот вариант и возьмут на прод, а человеку скажут что не подошёл 😂😂",0
"на линкедин даже опрос был). но в комментах, в целом, было ясно, что ответы приукрашены)",0
"ну как вариант да, можно попробовать внедрить",0
он же не дизайнер),0
АХАХАХАХАХ,0
на codewars задачки с автотестами,0
Ну мужика засирать тут яиц не найдётся ))) побоятся ))),0
"хз, я эникеем в универе работал, там проще было в этом плане",0
"В вашем случае самозанятость - не вариант, 4000$ > 200 000 рублей",0
урыл закопал,0
"Упускаю момент где поинтересовалась вашим мнением !!!
Если внимательнее посмотреть я написала, что готова начать с небольшой заработной платы !
И это группа для вакансий и резюме ! И у меня оно такое 
Не нравится пролистывай!",0
"а 30к деревянных XD
ну это самое) за такие деньги щас грузчики работают)
сам работал знаю",0
"правила требуют закрытую вилку, при хорошем кандидате всегда можно обсудить.",0
"Друзья, сегодня в 19:00 снова собираемся в Clubhouse.

📌Тема разговора - ""7 заповедей разработчика. О чем должен помнить каждый Web Developer"". 

Модератор беседы - Светлана  Петровичева, founder Headz.io & GetIT

В гостях - Дмитрий Стрилецкий, Senior Software Engineer at Raketa

Присоединяйтесь к разговору: будет возможность задать вопросы и пообщаться!",0
Gggg,0
"Привет!

Разработчик Битрикс

Требования
Высшее техническое образование. Опыт разработки на PHP, на 1С-Битрикс от 1 года. Уверенное знание PHP, Mysql.
Умение работать с OS Linux.
Важно: работа в команде, возможности профессионального развития в команде профессионалов.

Обязанности
Разработка бизнес процессов на Битрикс24, интеграция со сторонними сервисами. Разработка онлайн сервисов на 1С Битрикс с «нуля».

Условия работы
Возможность участвовать в мегакрутом проекте.
Предлагаем конкурентную заработную плату с учетом
Ваших объективных пожеланий от 100000 рублей.
Работа в суперкомфортабельном офисе с 10.00./11.00.
Корпоративные мероприятия, комнаты релакса и отдыха, киккер, тенис и даже кальян.
Метро Дмитровская

#вакансия #битрикс
It@get-it.io",0
Сколько мидл получает в России?,0
Всмысле придумать стек?,0
XD ребят я соло лёрном не горжусь),0
"На нашей платформе Headz появился календарь IT событий 🥳

А если вы организатор и хотите попасть в календарь, необходимо:
⚡️оставить заявку на сайте и заполнить всю необходимую информацию о событии;
⚡️ в течение 24 часов ожидать модерацию.

В чем плюсы?
- Мы опубликуем ваш ивент в календаре Headz и канале @events_tech;
- Мы включим вас в дайджест мероприятий, который отправляем 2 раза в месяц по базе 3000 человек.

Оставьте заявку и соберите больше лидов на ваше событие 💃

https://headz.io/it_events",0
А там уже можно нормально пообщаться и рассказать о себе,0
@revealed_dave отправь в канал порфавор,0
"#резюме #ищу #frontend #javascript #remote #офис #Спб #IT #junior #удалёнка 
Позиция: Junior Front-end Developer
Формат работы: офис, удаленно
Занятость: полная
Ожидание по зарплате: от 40000 руб

Работаю 1 год с React, Redux, axios, styled-components, GitHub, SCSS

Есть опыт: Vue, vuex, socket.io, webGL, TypeScript, express, node.js, BEM, mongo, graphql, webpack

Проекты:

свой проект:

https://react-esh.vercel.app/ (в разработке, функционал и дизайн не окончательный) 

другие:

https://react-bulki-deploy.herokuapp.com/ (React)
https://windows-store-real-order.vercel.app/ (Чистый  js)
https://alex5.github.io/vue-registration-form/ (тестовое на Vue)
https://react-doctor.herokuapp.com/ (тестовое на react)
https://just-ai-test.vercel.app/ (тестовое на React + Node + jsonserver)
https://alex5.github.io/simon-game-vue/ (Тестовое на Vue, игра Simon Game)

Мой Git:

https://github.com/Alex5

hh:

https://spb.hh.ru/resume/34d73fd6ff089569560039ed1f314a56773746

Контакты:

telegram: https://t.me/alex_samurai
email: angrymarshall@gmail.com",0
"#резюме #удаленка #офис #frontend #nodejs #js

Формат работы: удаленка, офис - Брянск.
Занятость: частичная, полная;
Ожидания по зарплате: от 50 000руб
Обо мне: 
Frontend-разработчик, опыт коммерческой разработки 1 год.
Навыки: 
Кроссбраузерная и адаптивная верстка(Flexbox, Grid Layout);
препроцессоры: sass;
Perfect Pixel;
JavaScript(ES2015+);
Сборщик: Webpack;
Node.js;
Express;
MongoDb;
ООП;
Git;
React - без опыта коммерческой разработки

Контакты: @Igrek83",0
"Не терпится рабом, кхе кхе работником стать😼",0
"О, как раз тот же уровень у меня",0
"GetIT продолжает серию митапов для разработчиков в сотрудничестве с крупными компаниями! 
23 апреля пройдет следующий митап в компании Газпромбанк.
В этот раз тема митапа - ТРЕНДЫ WEB&MOBILE РАЗРАБОТКИ.

Темы:
- «WEB глазами бекендера – что нас ждет впереди» - Тинькофф

- «Сборник рецептов для микросервисов» - Яндекс.Карты

- «DevOps: Технологии, инструменты, лучшие практики» - Газпромбанк

- «RIB архитектура и ее применение за пределами UBER» - Quins, ex Билайн

Митап бесплатный.
Подробности и регистрация:
http://getitcommunity.com/
Регистрация на сайте ОБЯЗАТЕЛЬНА для получения пропуска в офис",0
@dmeshalkina тут только js,0
Нагловато конешн,0
"“Приходить” это конечно прикольно
В офис прям?)",0
"Ребята, не ошибается тот, кто ничего не делает, с 6 утра работаю, ну бывает, ну простите)))",0
За то очень хорошо заставляет шевелить задницей,0
ну а я к тебе,0
"а может лучше вместо нытья в чате научиться проходить собеседования там, резюме поправить, на вакансии поотликаться?",0
ну раньше и на php брали если есть руки,0
А что плохого в этой вакансии?,0
"#резюме #junior #intern #frontend #JavaScript #HTML #CSS #верстка #верстальщик
Формат работы:  офис или удаленка
Занятость: полная, частичная
Ожидания по зп: от 40000 рублей
Контакты: @DaryaGladneva
Обо мне: 
Опыт командной разработки сайтов, лендингов (нативный js, стили, препроцессоры):
- верстка html, css
- написание скриптов
(валидация форм, в том числе с помощью регулярок, модальное окно, скролл, калькулятор, отправка форм, меню и т.д.)
- Adobe XD, Figma, Photoshop
- sass/scss, prepros
- flex, grid, svg
- requestAnimationFrame
- webpack, gulp
- начальные знания react (изучение)

Портфолио:

https://d-gladneva.github.io/fitnes
https://github.com/d-gladneva

Верстка посадочных страниц, лендингов. 

Буду рада сотрудничеству. Дарья.",0
Ты чатом ошибся.,0
"Но, я пока не понимаю, зачем обсуждать это тут",0
"IE8 вышел в 2009 году, 12 лет назад
уже даже официальная поддержка IE11 закончится через 3 месяца",0
"ты не понял, эта вакансия расчитана на тех кому нужна работа ))))",0
Так,0
бред полный,0
Вилка от и до,0
да там я просто скопировал) там и ссылка была не на мою телегу),0
"Смотря на кого работаешь, ищи компанию а не человека который тебе задачи раздает",0
Прям печаль,0
C праздником 14 февраля! Лайк ❤️,0
"Пацаны и пацанессы, я бы на вашем месте долго не раздумывала...",0
Ну да. А ещё проще),0
а виртуализация или те же jails во FreeBSD - давным-давно были. как и те же шифрованные файловые контейнеры,0
"Все же сразу устроились на первую работу, одному тебе не повезло и все посылают",0
"#резюме #удаленка #junior
Формат работы: удаленка
Локация: Ивано-Франковськ(Украина)
Занятость: полная, частичная, проектная
Ожидания по зарплате: от 200$-400$

О себе:
Привет , я Андрей, украинский начинающий Front-end веб-разработчик‍ Я занимаюсь веб-разработкой уже более года. всегда изучаю новые технологии и иду в ногу со временем. Я считаю, что увлеченность процессом, качество продукта и рабочая этика приносят успех в любом деле.

-Мои навыки:
- HTML5
- CSS(SCSS/LESS)
- методологию БЭМ;
- JS, или jQuery (в зависимости от требований);
- Gulp;

Ответственность:
- готов приступить уже
- всегда довожу дело до конца
- не нарушаю сроков
- не беру предоплату
- всегда на связи
Работу делаю как можно быстрее и качественнее. Буду рад с вами работать.

Мой гитхаб - https://github.com/Bonetik

Контакты: https://t.me/Bonetik",0
"я кста знаю, куда без опыта берут - в пятерочку",0
"Есть же virtual space сервисы, где вы сидите в виртуальных «офисах». У вас есть аватар, и вас слышно только если другой человек находится рядом. Перемещать свой аватар можно из рабочей зоны, например, в спортзал или на кухню. Можете замьютится, а можете сделать перерыв «у кулера» перекинувшись парой фраз не по рабочей теме.
https://spatial.chat/

Это можно рассмотреть как вариант для присутствия хоть какой-то внешней дисциплины, понимания кто доступен, а кто нет и одновременно с этим прикольная игрушка))",0
"Плюсую люто такие вакансии, респект!",0
Што,0
"Будем ли мы в будущем внедрять датчики под кожу? 🖖🏻

http://bit.ly/2ydwArE",0
🏌️ Вакансия от @HRMLab опубликована в @javascript_jobs_feed,0
"Как и обещали, запускаем регистрацию на бесплатный вебинар с Николаем Еленцевым. 
Тема - Как получить оффер и переехать на Кипр?

Николай поделится своим опытом в поиске работы заграницей. Расскажет о том, как он нашел ту самую компанию и почему выбрал Кипр.
User Acquisition для free2play игр, в прошлом аналитик и немного гейм-дизайнер. Меньше 2 месяцев назад релоцировался на Кипр из Сибири.

http://getitcommunity.com/cyprus",0
@ksyutka тут только js,0
"Всем привет! Уважаемые разработчики!
Кто работает в удаленном рабочем режиме, неполную ставку в качестве ИП и бессрочно, поделитесь пожалуйста контрактом. В интернетах всё совсем не то.",0
Ревьюить трейни)),0
"А вообще больше всего советую learn.javascript.ru , хоть он и не интерактивный",0
читаешь и пишешь пишешь и читаешь,0
помянем,0
"#резюме #Минск #iOSdeveloper #fulltime #remote  #junior

Всем привет! Меня зовут Алексей. Я начинающий iOS-разработчик и моя цель стать профессионалом в этой области. В данный момент нахожусь в поиске своей первой работы. Ищу компанию, которой нужен трудолюбивый и надёжный сотрудник!) Рассматриваю также стажировку.

✔️Локация: Минск
✔️Занятость: полная
✔️Формат: Офис / удаленно
✔️Ожидание по зп: 500$ (договорная)

📋 Навыки: 
 • Swift
 • UIKit
 • Cocoapods
 • Firebase
 • Git
 • JSON, REST API
 • MVC
 • CoreData
 • MapKit

Английский язык: B1

📚 Курсы:
 • IT-Academy, ""Комплексный курс по разработке iOS приложений""  

📱Telegram: @AlexeyLG777
📧E-mail: ios.grebennikov@gmail.com
LinkedIn 
GitHub 
Bitbucket",0
"ржу не могу
простите, админы
последнее сообщение

то есть вы:
1. Что-то прочитали, вместо изучения
2. Сам себя убедили, что прочитанное вами понято
3. Проверять себя не собираетесь
4. Считаете, что важнейшие рабочие инструменты - не нужны, потому что, опять же, решили это самостоятельно

Вы собрали полное бинго ошибок начинающего.",0
"#резюме #ищу #android #junior #fulltime

Формат работы : Офис (Москва) / Удалёнка
Занятость : Полная
Ожидания по зарплате : от 60тр

Обо мне :
— Начинающий андроид-разработчик с двухлетним бэкграундом в Data Science
— 3 готовых приложения на Play Market

Технические навыки :
— Java/Kotlin
— RxJava 2
— Dagger 2
— Retrofit
— DataBinding
— Git/Gitlab
— Английский на уровне чтения документации

Образование : техническое (магистр)

Связь (ТГ) : @beardness_andy",0
"все ок, спасибо. Это я под руку пошутил.",0
https://t.me/php_jobs,0
"#ищу #удаленка #remote #IOS #Swift #junior
Формат работы: удаленка или офис
Город: Чита
Кол-во свободных часов в неделю: 30 -35 часов

Обо мне:
Опыт в IOS разработке - 1.5 года.
Есть опыт работы в команде.
Читаю и понимаю техническую документацию.
Доп навыки: Java, Kotlin

Ожидания по зарплате: 7+$/час

Стек:
 ◦ Alamofire, URLSession
 ◦ Autolayout
 ◦ MapKit, CoreLocation
 ◦ Google API, vk API
 ◦ Restful API
 ◦ Core Data, Realm
 ◦ Firebase
 ◦ MVC, MVVM
 ◦ GCD
 ◦ Kingfisher
 ◦ RxSwift
 ◦ SwiftyJSON
 ◦ Git/github
 ◦ Figma, Adobe Xd

Проекты для ознакомления:
https://github.com/ZorigtoBadmain",0
"Ну так по логике - ей 30 штук конкретно за эти кнопки что ли заплатят? Ты понятия не имеешь, какие проекты будут, когда она прийдет на стажировку.",0
"он неплох, если подписаться на людей со смешными рабочими ""болями"")
тот случай, когда комментарии гораздо веселее поста)",0
"Вот кстати да.
Наличие такого курса может дискредитировать даже хорошего специалиста.",0
Вхапха,0
"Добрый день
Удалённо?",0
вилку от и до,0
"#резюме #react 

формат работы: офис, удалёнка

занятость: полная

Ожидания по зарплате: от 80000 рублей

Контакты: @artyomKrupskiy (телеграм), kru5a777@gmail.com

Обо мне: 
Skills:

- HTML + CSS (Flexbox, SCSS)

- Знания JS (Typescript Angular больше 6 месяцев)

- Gulp

- Опыт использования Bootstrap

- Опыт вёрстки из PSD-макета

- Использованию Git в повседневной работе и в домашних проектах (создать ветку, обновить ветку, сделать pull-request и прочие базовые штуки точно смогу)

- Ubuntu на уровне пользователя. Сёрфинг по файловой системе с помощью терминала, могу сконфигурировать Apache

- Небольшой опыт разработки на PHP (дипломная работа и на работе развиваю по настоящий момент)

- Английский на уровне pre-intermediate

- Чтение технической документации на английском для меня обычное явление

Из примеров кода:

- Тестовое задание с использованием jQuery, SCSS, Gulp (https://gitlab.com/kru5a777/test_task)

- React, Express и VK API на примере выполненного тестового задания (https://gitlab.com/kru5a777/react_express_webim_test_task)

- Тестовое задание для демонстрации плохих фильмов с использованием React + React Router (https://gitlab.com/kru5a777/bad-movies)

Больше примеров работ можно найти в гитлабе (https://gitlab.com/kru5a777)

Моя небольшая песочница ( https://codepen.io/kru5a ). Там я иногда прорабатываю некоторые вещи.

Из личных качеств я горжусь пунктуальности и ответственностью, прямолинейностью.

В приоритете React, но также с удовольствием рассмотрю и Angular.",0
Ты меня с кем-то спутал,0
"#резюме #ищу #react #стажировка #junior #html #css #javascript
 
Формат работы: удалёнка. 
Город: Любой 
Занятость: полная или стажировка. 
Ожидания по зарплате: от 30 000 руб. 
 
 
Обо мне: 
Знание английского Intermediate продвигаюсь в направлении Frontend, имею огромное желание развиваться и расти в данной области, не боюсь сложных задач и ответственности 
Навыки: 
 •  Простой рефакторинг; 
 •  Написала кнопки, списки, лист-айтемы; 
 • JavaScript, НTML, CSS

Хотелось бы рассмотреть вакансии с предварительной стажировкой 
Готова начать с небольшой заработной платы с перспективой развития 


 
 
Ссылка на GITHUB:
 http://github.com/Liya13mac/Project-1 
https://github.com/Liya13mac/Project-two.git

 
 
Контакты: 
-telegram  
@Liya_Davtyan",0
Сумма от и до,0
"угу, крашить всю станцию при переполнении массива, самое то",0
"сейчас под бады кстати многие нелегальные вещества маскируются.. Но это так к слову, не в тему этого чата",0
"#резюме #удаленно #junior+ #JavaScript #React #Redux

Город: Омск
Формат работы: офис(если Омск), удаленка
Занятость: полная, проектная
Ожидания по зарплате: 35к рублей в месяц

Мой стек:
• JavaScript
• ReactJS, React-redux
• ОС: Windows
• HTML5, CSS3(SASS, SCSS)

Контакты: по cv и др. вопросам - в ЛС",0
"#резюме #удаленка #junior
Формат работы: удаленка
Локация: Ивано-Франковськ(Украина)
Занятость: полная, частичная, проектная
Ожидания по зарплате: от 200$-400$

О себе:
Привет , я Андрей, украинский начинающий Front-end веб-разработчик‍ Я занимаюсь веб-разработкой уже более пол года. всегда изучаю новые технологии и иду в ногу со временем. Я считаю, что увлеченность процессом, качество продукта и рабочая этика приносят успех в любом деле.

-Мои навыки:
- HTML5
- CSS(SCSS/LESS)
- методологию БЭМ;
- JS, или jQuery (в зависимости от требований);
- Gulp;

Ответственность:
- готов приступить уже
- всегда довожу дело до конца
- не нарушаю сроков
- не беру предоплату
- всегда на связи
Работу делаю как можно быстрее и качественнее. Буду рад с вами работать.

Мой гитхаб - https://github.com/Bonetik

Контакты: https://t.me/Bonetik",0
"#резюме #удаленно #middle #JavaScript #PHP #React

Город: Ставрополь
Формат работы: офс, удаленка
Занятость: полная, проектная
Ожидания по зарплате: 1000 р/ч

Мой стек:
• JavaScript, PHP
• Yii2, ReactJS, React-redux, JQuery, Bootstrap
• ОС: Windows
• HTML5, CSS3(SASS, SCSS)
• MySQL
• JetBrains PhpStorm

Контакты: по cv и др. вопросам - @stanislav_traube",0
и машину с номерами,0
@x0LDev твой шанс,0
устройся в компанию поменьше,0
Ля ля,0
"Наш митап уже начался! 
Если вы не смогли до нас добраться, вот онлайн-трансляция: 
https://www.youtube.com/channel/UCj6CIODwYrS7sPQlJK3MdTQ/live",0
"#ищу #резюме #ios #developer #удаленка #удалённо #remote #parttime #fulltime 

Команда мобильных разработчиков ищет новый проект!

📅 Формат работы: удаленка
🕰 Занятость: полная, частичная, проектная
🚀 О нас: https://azoft.ru
💵 Ожидания по зп: средний рейт - 2100 руб/ч

👨🏻💻Наша команда:

✅ IOS, два разработчика middle/senior
(iPhone, iPad, iPod, Apple Watch): SWIFT, Objective-C, Core Data, Realm, Core Location, AutoLayout, Cocoa Touch, ReactiveCocoa, Cocoapods, AVFoundation, AFNetworking, UIKit, MapKit, Storyboard, GCD, REST API, Crashlytics, TestFlight, etc. 

Контакт: @maximuzmk",0
